ページタイトル,施設ジャンル,施設、場所、イベントの名称（読み）,郵便番号,住所,ビル名,フロア数,緯度,経度
千葉市 東花園第２公園,公園,ヒガシハナゾノダイ２コウエン,,千葉市花見川区花園町2449－42,,,35.650987,140.081414
千葉市 朝日ヶ丘公園,公園,アサヒガオカコウエン,,千葉市花見川区朝日ヶ丘4丁目2698－77,,,35.655637,140.077008
千葉市 幕張町３丁目公園,公園,マクハリチョウ３チョウメコウエン,,千葉市花見川区幕張町3丁目1096－15,,,35.6621,140.052454
千葉市 朝日ヶ丘第３公園,公園,アサヒガオカダイ３コウエン,,千葉市花見川区朝日ヶ丘3丁目2665－8,,,35.656233,140.082041
千葉市 幕張町５丁目第３公園,公園,マクハリチョウ５チョウメダイ３コウエン,,千葉市花見川区幕張町5丁目417－305,,,35.655091,140.052616
千葉市 大坂公園,公園,オオサカコウエン,,千葉市花見川区朝日ヶ丘4丁目3201－12,,,35.656642,140.07724
千葉市 作新台４丁目公園,公園,サクシンダイ４チョウメコウエン,,千葉市花見川区作新台4丁目1387－32,,,35.690757,140.079014
千葉市 鷹の台公園,公園,タカノダイコウエン,,千葉市花見川区横戸町5－153,,,35.711961,140.110939
千葉市 ちすみ第２公園,公園,チスミダイ２コウエン,,千葉市花見川区三角町487－185,,,35.682503,140.123793
千葉市 朝日ヶ丘第４公園,公園,アサヒガオカダイ４コウエン,,千葉市花見川区朝日ヶ丘1丁目2585－49,,,35.656423,140.091062
千葉市 芦太第２公園,公園,アシブトダイ２コウエン,,千葉市花見川区柏井町1655－44,,,35.694817,140.094775
千葉市 幕張町１丁目公園,公園,マクハリチョウ１チョウメコウエン,,千葉市花見川区幕張町1丁目4029－5,,,35.665163,140.046377
千葉市 木の宮公園,公園,キノミヤコウエン,,千葉市花見川区宮野木台3丁目2,,,35.659393,140.093687
千葉市 こてはし台４丁目公園,公園,コテハシダイ４チョウメコウエン,,千葉市花見川区こてはし台4丁目6,,,35.684845,140.117254
千葉市 畑町第２公園,公園,ハタマチダイ２コウエン,,千葉市花見川区畑町1605－12,,,35.664671,140.076815
千葉市 幕張本郷７丁目公園,公園,マクハリホンゴウ７チョウメコウエン,,千葉市花見川区幕張本郷7丁目33－7,,,35.675633,140.051102
千葉市 享保公園,公園,キョウホコウエン,,千葉市花見川区作新台1丁目,,,35.68998,140.089672
千葉市 幕張（Ａ）公園,公園,マクハリＡコウエン,,千葉市花見川区幕張町1丁目7673－3,,,35.661133,140.046438
千葉市 幕張町５丁目第４公園,公園,マクハリチョウ５チョウメダイ４コウエン,,千葉市花見川区幕張町5丁目417－334,,,35.655882,140.056049
千葉市 柏井公園,公園,カシワイコウエン,,千葉市花見川区柏井町1504－40,,,35.706667,140.105064
千葉市 草原内公園,公園,クサハラナイコウエン,,千葉市花見川区犢橋町1612－96,,,35.677231,140.104294
千葉市 鷹の台第２公園　,公園,タカノダイダイ２コウエン,,千葉市花見川区横戸町18－58,,,35.711947,140.11143
千葉市 地蔵作公園,公園,ジゾウサクコウエン,,千葉市花見川区長作町566－12,,,35.68189,140.071901
千葉市 朝日ヶ丘第５公園,公園,アサヒガオカダイ５コウエン,,千葉市花見川区朝日ヶ丘3丁目2566－17,,,35.6553,140.087083
千葉市 長作台第４公園,公園,ナガサクダイダイ４コウエン,,千葉市花見川区作新台6丁目19,,,35.689504,140.085642
千葉市 作新台２丁目公園,公園,サクシンダイ２チョウメコウエン,,千葉市花見川区作新台2丁目23,,,35.693918,140.087873
千葉市 長作東公園,公園,ナガサクヒガシコウエン,,千葉市花見川区長作町781－24,,,35.675163,140.074411
千葉市 作新台２丁目第２公園,公園,サクシンダイ２チョウメダイ２コウエン,,千葉市花見川区作新台2丁目1555－35,,,35.691405,140.088451
千葉市 長作清水前公園,公園,ナガサクシミズマエコウエン,,千葉市花見川区長作町1103－40,,,35.679749,140.078075
千葉市 作新台光公園,公園,サクシンダイヒカリコウエン,,千葉市花見川区作新台7丁目3145－7,,,35.688807,140.083928
千葉市 朝日ヶ丘第６公園,公園,アサヒガオカダイ６コウエン,,千葉市花見川区朝日ヶ丘3丁目2533－18,,,35.655207,140.083131
千葉市 地蔵作第３公園,公園,ジゾウサクダイ３コウエン,,千葉市花見川区長作町594－14,,,35.682317,140.072569
千葉市 朝日ヶ丘北公園,公園,アサヒガオカキタコウエン,,千葉市花見川区朝日ヶ丘4丁目3247－24,,,35.657154,140.082563
千葉市 地蔵作第２公園,公園,ジゾウサクダイ２コウエン,,千葉市花見川区長作町483－1,,,35.682589,140.071259
千葉市 天戸第２公園,公園,アマドダイ２コウエン,,千葉市花見川区天戸町1488－33,,,35.684273,140.092295
千葉市 横戸第六天公園,公園,ヨコドダイ６テンコウエン,,千葉市花見川区横戸町1486－2他,,,35.712765,140.113482
千葉市 千種第３公園,公園,チグサダイ３コウエン,,千葉市花見川区千種町189－20,,,35.676657,140.112837
千葉市 千種第６公園,公園,チグサダイ６コウエン,,千葉市花見川区千種町369－28,,,35.680045,140.121996
千葉市 千種第４公園,公園,チグサダイ４コウエン,,千葉市花見川区千種町363－31,,,35.680901,140.118463
千葉市 千種北第２公園,公園,チグサキタダイ２コウエン,,千葉市花見川区千種町342－2,,,35.68385,140.122108
千葉市 畑ヶ丘第２公園,公園,ハタガオカダイ２コウエン,,千葉市花見川区畑町857－2,,,35.664005,140.079531
千葉市 作新台２丁目第３公園,公園,サクシンダイ２チョウメダイ３コウエン,,千葉市花見川区作新台2丁目1554－36,,,35.69102,140.087636
千葉市 宮野木台２丁目公園,公園,ミヤノギダイ２チョウメコウエン,,千葉市花見川区宮野木台2丁目226－4,,,35.65683,140.09601
千葉市 作新台６丁目公園,公園,サクシンダイ６チョウメコウエン,,千葉市花見川区作新台6丁目3236－16,,,35.688744,140.085972
千葉市 天戸第３公園,公園,アマドダイ３コウエン,,千葉市花見川区天戸町1464－8,,,35.685101,140.088022
千葉市 作新台３丁目公園,公園,サクシンダイ３チョウメコウエン,,千葉市花見川区作新台3丁目1402－21,,,35.694309,140.08387
千葉市 作新台４丁目第２公園,公園,サクシンダイ４チョウメダイ２コウエン,,千葉市花見川区作新台4丁目1385－41,,,35.690207,140.078406
千葉市 朝日ヶ丘第７公園,公園,アサヒガオカダイ７コウエン,,千葉市花見川区朝日ヶ丘1丁目3299－58,,,35.656597,140.092033
千葉市 鷹の台弁天第２公園,公園,タカノダイベンテンダイ２コウエン,,千葉市花見川区横戸町1552－70,,,35.707828,140.116606
千葉市 作新台４丁目第３公園,公園,サクシンダイ４チョウメダイ３コウエン,,千葉市花見川区作新台4丁目1402－30,,,35.69439,140.082837
千葉市 幕張町３丁目第２公園,公園,マクハリチョウ３チョウメダイ２コウエン,,千葉市花見川区幕張町3丁目7726－5,,,35.658845,140.04981
千葉市 浪花町第１公園,公園,ナニワチョウダイ１コウエン,,千葉市花見川区浪花町868番45,,,35.656615,140.06537
千葉市 長作町公園,公園,ナガサクチョウコウエン,,千葉市花見川区長作町736番1他,,,35.675096,140.072184
千葉市 長作下谷津公園,公園,ナガサクシモヤツコウエン,,千葉市花見川区長作町1231番119,,,35.682077,140.076354
千葉市 こてはし台公園,公園,コテハシダイコウエン,,千葉市花見川区こてはし台4丁目21,,,35.687954,140.119788
千葉市 神場公園,公園,カンバコウエン,,千葉市花見川区さつきが丘2丁目、畑町,,,35.670122,140.089957
千葉市 宇那谷み春野公園,公園,ウナヤミハルノコウエン,,千葉市花見川区み春野1丁目11,,,35.692313,140.138213
千葉市 しらさぎ公園,公園,シラサギコウエン,,千葉市花見川区瑞穂1丁目4,,,35.665116,140.068834
千葉市 幕張舟溜跡公園,公園,マクハリフナダマリアトコウエン,,千葉市花見川区幕張町3丁目7730－2,,,35.657539,140.048886
千葉市 一本松公園,公園,イッポンマツコウエン,,千葉市花見川区幕張本郷2丁目33,,,35.668668,140.042364
千葉市 幕張台公園,公園,マクハリダイコウエン,,千葉市花見川区幕張本郷7丁目23,,,35.674887,140.049311
千葉市 犢橋公園,公園,コテハシコウエン,,千葉市花見川区三角町656－4,,,35.677191,140.119129
千葉市 千種鉄工団地街園,公園,チグサテッコウダンチガイエン,,千葉市花見川区千種町294－5,,,35.681386,140.113755
千葉市 さつきが丘２丁目公園,公園,サツキガオカ２チョウメコウエン,,千葉市花見川区さつきが丘2丁目25,,,35.668976,140.094273
千葉市 桜公園,公園,サクラコウエン,,千葉市花見川区宮野木台4丁目2,,,35.658148,140.095189
千葉市 中道第２公園,公園,ナカミチダイ２コウエン,,千葉市花見川区検見川町2丁目207,,,35.650197,140.06702
千葉市 作新台公園,公園,サクシンダイコウエン,,千葉市花見川区作新台5丁目1455－1,,,35.691399,140.082766
千葉市 南柏井公園,公園,ミナミカシワイコウエン,,千葉市花見川区柏井町191－1,,,35.688409,140.107236
千葉市 宮の杜けやき公園,公園,ミヤノモリケヤキコウエン,,千葉市花見川区犢橋町2197,,,35.664394,140.113589
千葉市 横戸緑地,公園,ヨコドリョクチ,,千葉市花見川区横戸台52－1,,,35.699466,140.112011
千葉市 ちすみ緑地,公園,チスミリョクチ,,千葉市花見川区三角町,,,35.684529,140.12304
千葉市 三角町緑地,公園,サンカクチョウリョクチ,,千葉市花見川区三角町82－28,,,35.682167,140.102788
千葉市 西小中台緑地,公園,ニシコナカダイリョクチ,,千葉市花見川区西小中台,,,35.651402,140.089338
千葉市 天戸北緑地,公園,アマドキタリョクチ,,千葉市花見川区天戸町,,,35.681169,140.085193
千葉市 浜田川横水路緑地,公園,ハマダガワヨコスイロリョクチ,,千葉市花見川区幕張町1丁目7695－1他,,,35.658135,140.044293
千葉市 花島公園,公園,ハナシマコウエン,,千葉市花見川区花島町308他,,,35.681971,140.097403
千葉市 宇那谷第２緑地,公園,ウナヤダイ２リョクチ,,千葉市花見川区宇那谷町2103－2他,,,35.689744,140.141732
千葉市 花見川千本桜緑地,公園,ハナミガワセンボンザクラリョクチ,,千葉市花見川区瑞穂1丁目3－1他,,,35.663799,140.067557
千葉市 宇那谷第１緑地,公園,ウナヤダイ１リョクチ,,千葉市花見川区宇那谷町2107－4,,,35.692226,140.140343
千葉市 宇那谷第３緑地,公園,ウナヤダイ３リョクチ,,千葉市花見川区宇那谷町2117－6,,,35.696666,140.135854
千葉市 こてはし台緑地,公園,コテハシダイリョクチ,,千葉市花見川区こてはし台4丁目,,,35.686809,140.115497
千葉市 宮の杜第１緑地,公園,ミヤノモリダイ１リョクチ,,千葉市花見川区犢橋町2198,,,35.664247,140.114357
千葉市 朝日ヶ丘緑地,公園,アサヒガオカリョクチ,,千葉市花見川区朝日ケ丘3丁目455－23他,,,35.655375,140.08765
千葉市 犢橋貝塚公園,公園,コテハシカイヅカコウエン,,千葉市花見川区さつきが丘1丁目18,,,35.663745,140.09625
千葉市 幕張町椎崎公園,公園,マクハリチョウシイザキコウエン,,千葉市花見川区幕張町4丁目,,,35.6684466,140.05817
千葉市 幕張町３丁目花立公園,公園,マクハリチョウ３チョウメハナダテコウエン,,千葉市花見川区幕張町3丁目1469－19,,,35.6660128,140.053542
千葉市 東寺山第２公園,公園,ヒガシテラヤマダイ２コウエン,,千葉市若葉区東寺山町446,,,35.627908,140.128325
千葉市 都賀の台公園,公園,ツガノダイコウエン,,千葉市若葉区都賀の台3丁目14,,,35.645111,140.14321
千葉市 高品公園,公園,タカシナコウエン,,千葉市若葉区高品町1596,,,35.619474,140.133835
千葉市 愛生町公園,公園,アイオイチョウコウエン,,千葉市若葉区愛生町105－5他,,,35.653865,140.132869
千葉市 加曽利公園,公園,カソリコウエン,,千葉市若葉区加曽利町1294番1他,,,35.61554,140.163655
千葉市 源弁天公園,公園,ミナモトベンテンコウエン,,千葉市若葉区みつわ台5丁目47,,,35.646593,140.140033
千葉市 千城台南第２公園,公園,チシロダイミナミダイ２コウエン,,千葉市若葉区千城台南2丁目2,,,35.618664,140.187928
千葉市 千城台東公園,公園,チシロダイヒガシコウエン,,千葉市若葉区千城台東2丁目17,,,35.620191,140.19429
千葉市 鳥ヶ沢公園,公園,トリガサワコウエン,,千葉市若葉区大宮台5丁目30,,,35.593737,140.176758
千葉市 道塚公園,公園,ミチヅカコウエン,,千葉市若葉区小倉台3丁目10,,,35.627267,140.174896
千葉市 大宮台公園,公園,オオミヤダイコウエン,,千葉市若葉区大宮台5丁目3446－18他,,,35.593471,140.180636
千葉市 千城台南第５公園,公園,チシロダイミナミダイ５コウエン,,千葉市若葉区千城台南4丁目12,,,35.613284,140.189927
千葉市 若台第２公園,公園,ワカダイダイ２コウエン,,千葉市若葉区若松台1丁目984－264,,,35.648466,140.170746
千葉市 高品西第１公園,公園,タカシナニシダイ１コウエン,,千葉市若葉区高品町899－21,,,35.62443,140.13282
千葉市 上林房公園,公園,ジョウリンボウコウエン,,千葉市若葉区西都賀1丁目6,,,35.634697,140.144965
千葉市 広作公園,公園,ヒロサクコウエン,,千葉市若葉区小倉台5丁目4,,,35.631035,140.175165
千葉市 小倉町公園,公園,オグラチョウコウエン,,千葉市若葉区小倉町753－2,,,35.620091,140.174036
